2022-05-19 21:19:24.748896,30189,HOBOKEN TERMINAL,5865,8,9:27 PM,LIGHT
2022-05-19 21:19:24.749126,30189,HOBOKEN TERMINAL,5905,34,9:53 PM,LIGHT
